timestamp;;iv_9500;m_9500;Vt_9500;iv_9750;m_9750;Vt_9750;iv_10000;m_10000;Vt_10000;iv_10250;m_10250;Vt_10250;iv_10500;m_10500;Vt_10500;St;diff;poly_coeffs;a;b;c
24;24;0.0187830727718024;-0.0493746177719229;986.5;0.01550488395763;-0.0363868745702925;737.0;0.0129571678677086;-0.0237279705781476;489.5;0.0119345123971371;-0.0113816642829619;258.5;0.0116268108464177;0.0006671115065683;90.5;10486.0;10.629498226051698;[3.26296846 0.01535669 0.01162326];3.262968460675383;0.0153566893782185;0.0116232622467864
25;25;;-0.0491122945359914;980.5;0.0154076070532016;-0.036124551334361;731.5;0.0124995574691568;-0.0234656473422161;483.5;0.0120396850897574;-0.0111193410470304;254.5;0.0117017170909521;0.0009294347424998;88.5;10480.5;10.688934217236104;[4.14567354 0.05191671 0.01176559];4.1456735366424775;0.0519167099130076;0.0117655937392306
26;26;0.0186054326669189;-0.0488498336008531;975.5;0.0153102034523357;-0.0358620903992228;726.0;0.0133214180470714;-0.0232031864070779;479.5;0.011953034143631;-0.0108568801118921;249.5;0.0116508958745933;0.001191895677638;85.5;10475.0;10.738083034341363;[ 2.87915803e+00 -1.35760111e-03  1.16428768e-02];2.879158029316795;-0.0013576011060151;0.0116428767944751
27;27;0.0184355256086555;-0.0483483889207001;965.0;0.01512389628997;-0.0353606457190697;715.5;0.0133560992700118;-0.0227017417269248;469.5;0.0120521517167101;-0.0103554354317391;241.5;0.0116848722056402;0.001693340357791;81.0;10464.5;10.844041450777205;[ 2.7738761  -0.00359527  0.01171027];2.7738761036029764;-0.0035952729434701;0.011710267938125
28;28;;-0.0487304876162788;972.5;0.0160989297283542;-0.0357427444146485;724.0;0.0135359894170016;-0.0230838404225036;477.5;0.0119620344390981;-0.0107375341273178;247.5;0.011669495495433;0.0013112416622124;84.5;10472.5;10.768637532133676;[3.59625721e+00 3.27090220e-03 1.16395486e-02];3.596257205422713;0.0032709022037666;0.0116395485626178
29;29;0.0185730952234239;-0.0487543590922567;973.5;0.0140711100057763;-0.0357666158906264;723.5;0.0126792779451891;-0.0231077118984814;476.5;0.0120687301613418;-0.0107614056032957;248.5;0.011641818350214;0.0012873701862345;84.5;10473.0;10.75808936825886;[3.98772921 0.06171025 0.01181653];3.9877292065757;0.0617102525327666;0.0118165298640585
30;30;;-0.0490168701356827;978.5;0.0153722022644536;-0.0360291269340524;729.5;0.0131092220450324;-0.0233702229419074;482.5;0.0119748850716947;-0.0110239166467216;252.5;0.0116948508543423;0.0010248591428085;87.5;10478.5;10.70873786407767;[3.15395704 0.011703   0.01169   ];3.153957044453697;0.0117029980244328;0.0116899983181081
31;31;;-0.0487782294285943;973.5;0.0152836167364276;-0.035790486226964;724.5;0.013558436208534;-0.023131582234819;478.5;0.0119948804324517;-0.0107852759396333;248.5;0.0117343297468593;0.0012634998498968;85.5;10473.5;10.758602978941962;[ 2.287129   -0.02004366  0.01169405];2.287128996868357;-0.0200436632197413;0.0116940525243329
32;32;0.0186700712628918;-0.0490407279431547;979.5;0.0153810550344121;-0.0360529847415244;730.0;0.0134098308668617;-0.0233940807493794;483.5;0.0120832384673862;-0.0110477744541937;253.5;0.0116666588000069;0.0010010013353364;87.5;10479.0;10.69831546707504;[ 2.78210257 -0.00520947  0.01168425];2.7821025713920955;-0.0052094721530781;0.0116842477003999
33;33;;-0.049064584612291;979.5;0.0153899067554443;-0.0360768414106608;730.5;0.0124785924302743;-0.0234179374185158;482.5;0.012007299868874;-0.0110716311233301;253.5;0.0116384287122033;0.0009771446662001;87.5;10479.5;10.698825931597757;[4.09932489 0.04869735 0.01170328];4.099324893697501;0.0486973463955644;0.0117032821979651
34;34;0.0186862233652745;-0.0490884401432004;980.5;0.0141873402486472;-0.0361006969415701;730.5;0.0128290765103088;-0.0234417929494251;483.5;0.0119306256509497;-0.0110954866542394;253.5;0.011610160321552;0.0009532891352908;87.5;10480.0;10.688424273329934;[3.92613484 0.05707289 0.01176005];3.9261348439847232;0.05707288529252;0.0117600545038125
35;35;0.0188314569481801;-0.0495176451864858;989.5;0.0164032976432671;-0.0365299019848555;740.5;0.0130211083381268;-0.0238709979927106;492.5;0.0120299003858011;-0.0115246916975248;261.5;0.0116922527490881;0.0005240840920053;92.5;10489.0;10.600303183425972;[ 2.82645368 -0.01116296  0.01158785];2.8264536841117733;-0.0111629583993349;0.0115878529112179
36;36;0.0187508016600298;-0.0492792434273324;984.5;0.0163111935988032;-0.036291500225702;735.5;0.012914502031451;-0.023632596233557;487.5;0.0120594404526509;-0.0112862899383713;257.5;0.0116220508903075;0.0007624858511589;89.5;10484.0;10.649060436769934;[ 2.81890034 -0.01173584  0.01155192];2.8189003441296925;-0.0117358394241394;0.011551917072147
37;37;0.0187346615987952;-0.0492315494319702;983.5;0.0142370977944909;-0.0362438062303399;733.5;0.0128931574071754;-0.0235849022381949;486.5;0.012027280253689;-0.0112385959430091;256.5;0.011679253729739;0.0008101798465209;89.5;10483.0;10.658871377732588;[3.90980994 0.05811444 0.01184638];3.9098099369754498;0.0581144400877054;0.0118463767186117
38;38;;-0.0492553969983306;983.5;0.0154606828365668;-0.0362676537967002;734.5;0.0125624071618703;-0.0236087498045553;486.5;0.0119494267504566;-0.0112624435093695;256.5;0.0116506722375258;0.0007863322801606;89.5;10483.5;10.659379766141331;[4.18583119 0.05075671 0.01170541];4.185831186598158;0.0507567083009929;0.0117054122296141
39;39;0.0187185185308458;-0.0491838508867396;982.5;0.0154341496483625;-0.0361961076851093;733.0;0.0140067443252122;-0.0235372036929644;487.5;0.0119950911508673;-0.0111908973977786;255.5;0.0116165015457818;0.0008578783917516;88.5;10482.0;10.668702290076336;[ 2.24704974 -0.03287544  0.01158859];2.247049736539368;-0.0328754403348628;0.0115885905720337
40;40;0.020120489592581;-0.0488736993797173;976.5;0.015319063582272;-0.035885956178087;726.5;0.0130439127302887;-0.0232270521859421;479.5;0.0120604810027931;-0.0108807458907563;250.5;0.0117431214706479;0.0011680298987738;86.5;10475.5;10.727598566308243;[4.54586749 0.05601898 0.0118342 ];4.545867488784638;0.0560189830479669;0.0118341985285396
41;41;0.0185650089691187;-0.0487304876162788;973.0;0.0152658869810999;-0.0357427444146485;723.5;0.0123316235167506;-0.0230838404225036;475.5;0.0119620344390981;-0.0107375341273178;247.5;0.011669495495433;0.0013112416622124;84.5;10472.5;10.763103802672148;[3.77989569 0.04186829 0.0116861 ];3.779895686828137;0.0418682883570087;0.0116861043797622
42;42;;-0.0484439409729712;;;-0.0354561977713409;;0.0128475421153373;-0.022797293779196;470.5;;-0.0104509874840102;;;0.00159778830552;;10466.5;;[nan nan nan];;;
43;43;0.0184355256086555;-0.0483483889207001;965.0;0.01512389628997;-0.0353606457190697;715.5;0.0138492846070373;-0.0227017417269248;470.5;0.0120521517167101;-0.0103554354317391;241.5;0.0117452869153262;0.001693340357791;81.5;10464.5;10.844041450777205;[ 2.37944709 -0.02095741  0.01175378];2.379447088531592;-0.0209574084139939;0.0117537842981708
44;44;0.018338284994963;-0.0480616231526712;959.0;0.015017224101267;-0.0350738799510408;709.5;0.0132208089890601;-0.0224149759588959;463.5;0.0120228529588748;-0.0100686696637102;236.5;0.011703430710972;0.00198010612582;78.5;10458.5;10.90563086548488;[2.89052056e+00 2.63713295e-03 1.17225809e-02];2.8905205647414864;0.0026371329497181;0.0117225808990886
45;45;0.0183301766350903;-0.0480377185797218;958.5;0.0138214296874996;-0.0350499753780915;708.5;0.0123569537257763;-0.0223910713859466;461.5;0.0119197353487463;-0.0100447650907608;235.5;0.0116085647420509;0.0020040106987694;77.5;10458.0;10.910798122065728;[4.21568876 0.0706029  0.01171772];4.2156887572795645;0.0706029018632261;0.0117177225559652
46;46;;-0.0477268550866025;951.5;0.0148925774477937;-0.0347391118849722;702.5;0.0130625600294648;-0.0220802078928273;456.5;0.0119534713690766;-0.0097339015976415;230.5;0.011706192297006;0.0023148741918887;75.5;10451.5;10.984235417761427;[ 2.50529179 -0.00529748  0.01169472];2.505291794781658;-0.0052974836476383;0.0116947203247483
47;47;0.0198104928793022;-0.0480138128638606;958.5;0.014999430381184;-0.0350260696622303;708.5;0.0131982291945404;-0.0223671656700853;462.5;0.0119888299789914;-0.0100208593748996;235.5;0.011635018184324;0.0020279164146306;77.5;10457.5;10.910276473656756;[4.21153863 0.03810025 0.01170591];4.211538625892226;0.0381002483601427;0.0117059102572464
48;48;0.018427426427316;-0.0483244980541738;964.5;0.0139214031659259;-0.0353367548525435;714.5;0.0124861031694571;-0.0226778508603986;467.5;0.0119476560339806;-0.0103315445652128;240.5;0.011651425143276;0.0017172312243173;80.5;10464.0;10.84914463452566;[4.16470928 0.06920869 0.01177301];4.164709277231664;0.0692086915383729;0.0117730069024061
49;49;0.0184355256086555;-0.0483483889207001;965.0;0.01512389628997;-0.0353606457190697;715.5;0.0128038130732352;-0.0227017417269248;468.5;0.0118761501788555;-0.0103554354317391;240.5;0.0116244509779144;0.001693340357791;80.5;10464.5;10.844041450777205;[3.29631242 0.01830755 0.01161636];3.2963124156347394;0.0183075488064505;0.0116163622220528
50;50;0.0184031243030102;-0.0482528186045493;963.0;0.0150883560267352;-0.0352650754029189;713.5;0.0133110382736205;-0.022606171410774;467.5;0.0119849260837099;-0.0102598651155882;239.5;0.0116111539129125;0.0017889106739419;79.5;10462.5;10.86448598130841;[ 2.76383603 -0.00550402  0.01163667];2.763836034900681;-0.0055040174664006;0.0116366692369583
51;51;0.0182490508050841;-0.0477986099720375;953.5;0.0137380144083172;-0.0348108667704071;703.5;0.0122491019944672;-0.0221519627782622;456.5;0.011920423112959;-0.0098056564830764;231.5;0.0116280591443243;0.0022431193064537;75.5;10453.0;10.9627687467226;[4.298768   0.0746372  0.01171863];4.2987680038297045;0.0746371991721591;0.0117186265457103
52;52;0.0182815103599479;-0.0478942671370508;955.5;0.0157747677548804;-0.0349065239354205;706.5;0.0133917696546208;-0.0222476199432756;460.5;0.0119889694216825;-0.0099013136480898;233.5;0.0116451701124319;0.0021474621414404;76.5;10455.0;10.941915227629512;[ 2.2712979  -0.03289385  0.01160736];2.2712979036050407;-0.0328938482751991;0.0116073620820897
53;53;0.0182165789295408;-0.0477029345029357;951.5;0.0157004756782094;-0.0347151913013054;702.5;0.0127880629443511;-0.0220562873091604;455.5;0.0118517349850915;-0.0097099810139747;229.5;0.011610101101175;0.0023387947755554;74.5;10451.0;10.98370993168681;[ 2.82493124 -0.00877774  0.01153927];2.824931236437688;-0.0087777413344107;0.0115392707084079
54;54;0.0182003383651822;-0.0476550899021624;950.5;0.0156818910411421;-0.0346673467005321;701.5;0.0127657303391869;-0.0220084427083871;454.5;0.0119857159408292;-0.0096621364132014;229.5;0.0116619032681051;0.0023866393763287;74.5;10450.0;10.994213571804314;[ 2.83061297 -0.00648412  0.01161804];2.8306129740233232;-0.00648411623492;0.0116180433101366
55;55;0.0180540340296348;-0.047224282350739;941.5;0.0135374282405325;-0.0342365391491087;691.5;0.0130702458872928;-0.0215776351569638;446.5;0.011837422011385;-0.009231328861778;221.5;0.0116306471954754;0.0028174469277522;70.5;10441.0;11.089750398300584;[3.50853935 0.03885575 0.01169704];3.508539347744913;0.0388557454589588;0.0116970447389187
56;56;0.0181272175776109;-0.0474397325252358;946.0;0.0147855683414618;-0.0344519893236055;696.5;0.0134089533112189;-0.0217930853314606;451.5;0.011912613600225;-0.0094467790362748;225.5;0.011648335597271;0.0026019967532553;72.5;10445.5;11.041754756871036;[ 2.6368504  -0.00881987  0.01166765];2.636850401617937;-0.0088198749336019;0.0116676463314479
57;57;0.0181028300465654;-0.0473679261151936;944.5;0.0135876266261489;-0.0343801829135633;694.5;0.0131393006448596;-0.0217212789214183;449.5;0.0119428116698223;-0.0093749726262326;224.5;0.0116019333086158;0.0026738031632976;71.5;10444.0;11.057702488088935;[3.39464177 0.03399666 0.01171332];3.394641771868753;0.0339966607295091;0.0117133172202762
58;58;;-0.047152444990399;939.5;0.0146784018872386;-0.0341647017887686;690.5;0.013035686032671;-0.0215057977966237;445.0;0.01186637441122;-0.009159491501438;220.5;0.0117061223948131;0.0028892842880921;70.5;10439.5;11.111761575306014;[ 2.34090909 -0.00859392  0.01168082];2.34090908932907;-0.0085939220013358;0.0116808237197782
59;59;0.0178993282652914;-0.0467691379906482;932.0;0.0145352664470002;-0.0337813947890179;682.5;0.0135154931786821;-0.0211224907968729;438.5;0.0119028368328564;-0.0087761845016872;214.5;0.0116071842272409;0.0032725912878429;66.5;10431.5;11.192596566523603;[ 2.42189414 -0.01675705  0.01166195];2.4218941381861123;-0.0167570543772184;0.0116619516361363
60;60;0.0181190891758357;-0.0474157982010169;945.5;0.015588897845072;-0.0344280549993866;696.5;0.0131622997379439;-0.0217691510072416;450.5;0.0118951543238144;-0.0094228447120559;225.0;0.0116738545337405;0.0026259310774743;72.5;10445.0;11.04706504494976;[ 2.48988468 -0.02152648  0.01161905];2.489884677634178;-0.021526477245665;0.0116190452261589
61;61;;-0.0472003377107421;940.5;0.0146962739403839;-0.0342125945091118;691.5;0.0122764090587344;-0.0215536905169668;444.5;0.0119017068067908;-0.0092073842217811;221.5;0.0116558315428513;0.002841391567749;70.5;10440.5;11.1010101010101;[3.50853894 0.03296822 0.01162904];3.508538936640313;0.0329682244494084;0.0116290408724342
62;62;0.0181515981353018;-0.0475115286244378;947.5;0.0136377903650609;-0.0345237854228075;697.5;0.0132082693235618;-0.0218648814306625;452.5;0.0118816458085322;-0.0095185751354768;226.5;0.0115716143173285;0.0025302006540533;72.5;10447.0;11.025857519788918;[3.3494922  0.03079457 0.01167725];3.349492200399434;0.0307945666670257;0.0116772541132878
63;63;0.0195166895961156;-0.0472003377107421;941.5;0.0146962739403839;-0.0342125945091118;691.5;0.0132924979677025;-0.0215536905169668;446.5;0.0119017068067908;-0.0092073842217811;221.5;0.0116558315428513;0.002841391567749;70.5;10440.5;11.089219330855018;[4.0630356  0.0314462  0.01168572];4.063035598024819;0.0314462007470793;0.0116857203901368
64;64;;-0.047296109391349;942.5;0.0147320048571087;-0.0343083661897187;693.5;0.0125979494680838;-0.0216494621975738;447.0;0.0118077163887672;-0.009303155902388;222.5;0.0116780267303956;0.0027456198871421;71.5;10442.5;11.079575596816976;[3.21194391 0.02060321 0.01162885];3.211943913152465;0.0206032141537725;0.011628853292025
65;65;;-0.0473439883533698;943.5;0.0147498637317951;-0.0343562451517394;694.5;0.0128811540457933;-0.0216973411595945;448.5;0.0118427199857435;-0.0093510348644087;223.5;0.0116273245285193;0.0026977409251214;71.5;10443.5;11.0688924218336;[ 2.62485337e+00 -1.31507531e-03  1.16090022e-02];2.624853373277768;-0.0013150753120811;0.0116090021610168
66;66;0.0180377624723384;-0.0471763919239987;940.5;0.0135206877239989;-0.0341886487223684;690.5;0.0135041427094148;-0.0215297447302235;446.5;0.0118022151364882;-0.0091834384350377;220.5;0.0116809898921326;0.0028653373544925;70.5;10440.0;11.10047846889952;[3.16721006 0.02437649 0.01173916];3.167210061110453;0.0243764855616059;0.011739159714652
67;67;0.0178096325639592;-0.0465054438697095;926.5;0.014436695828549;-0.0335177006680791;677.0;0.0131729800689572;-0.0208587966759342;432.5;0.0117825533946031;-0.0085124903807485;209.5;0.0116247511162503;0.0035362854087817;64.5;10426.0;11.253103076092822;[ 2.76778041e+00 -1.69558616e-03  1.16224516e-02];2.7677804095314973;-0.0016955861603764;0.0116224515616519
68;68;;-0.0468170674385377;932.5;0.0145531738895589;-0.0338293242369074;683.5;0.012630742708925;-0.0211704202447624;437.5;0.0117790348683347;-0.0088241139495767;214.5;0.0116825629179336;0.0032246618399535;67.5;10432.5;11.187667560321715;[2.91911016 0.01253773 0.01162466];2.9191101645566007;0.0125377329229479;0.0116246591459706
69;69;0.0179237742479269;-0.0468410304396685;933.5;0.0134033955193307;-0.0338532872380382;683.5;0.0128856742210909;-0.0211943832458932;438.5;0.0118770861220453;-0.0088480769507075;215.5;0.0116579332806041;0.0032006988388227;67.5;10433.0;11.176218532404928;[3.6324649  0.04545904 0.01171003];3.632464895243748;0.0454590413295633;0.0117100305668894
70;70;;-0.0467691379906482;931.5;0.0145352664470002;-0.0337813947890179;682.5;0.0130822544033018;-0.0211224907968729;437.5;0.0119028368328564;-0.0087761845016872;214.5;0.0116071842272409;0.0032725912878429;66.5;10431.5;11.198604401502951;[ 1.80830172 -0.02561353  0.01163781];1.8083017174045453;-0.0256135341435143;0.0116378136418868
71;71;0.0179563579316488;-0.0469368709613344;935.5;0.0154025589345463;-0.0339491277597041;686.5;0.012931875608943;-0.0212902237675591;440.5;0.0117878608252852;-0.0089439174723734;216.5;0.0116832648952992;0.0031048583171567;68.5;10435.0;11.154462854088722;[ 2.69733597 -0.01147315  0.0116014 ];2.69733596573968;-0.0114731539937219;0.0116014045009076
72;72;;-0.0471045476821911;938.5;0.014660525430127;-0.0341168044805607;689.5;0.0136826767955161;-0.0214579004884158;445.5;0.0118310028787082;-0.00911159419323;219.5;0.0116327516306691;0.0029371815963001;69.5;10438.5;11.122535961640915;[ 1.15819126 -0.05249648  0.01164446];1.1581912565986776;-0.0524964808753975;0.0116444589656595
73;73;0.017988929109211;-0.0470326931157097;937.5;0.0146337024747855;-0.0340449499140794;688.0;0.0138525349451942;-0.0213860459219345;444.5;0.0118590522070456;-0.0090397396267487;218.5;0.0117076934707877;0.0030090361627814;69.5;10437.0;11.1328;[ 2.25808303 -0.02362408  0.01172576];2.258083025264229;-0.0236240841310275;0.011725760259293
74;74;0.0180133492978343;-0.0471045476821911;939.0;0.014660525430127;-0.0341168044805607;689.5;0.0127674725913171;-0.0214579004884158;443.5;0.0118310028787082;-0.00911159419323;219.5;0.0116327516306691;0.0029371815963001;69.5;10438.5;11.116613418530353;[3.19974881 0.01608712 0.01161312];3.1997488051865166;0.0160871241859489;0.0116131204960153
75;75;0.0180621686415341;-0.0472482258440993;942.0;0.0147141415951544;-0.034260482642469;692.5;0.0122984840474452;-0.021601578650324;445.5;0.0117726746295762;-0.0092552723551383;221.5;0.0116054366970424;0.0027935034343919;70.5;10441.5;11.084394904458598;[3.6450162  0.03460486 0.0115575 ];3.645016200535186;0.0346048552306402;0.011557504331563
76;76;0.0180621686415341;-0.0472482258440993;942.0;0.0147141415951544;-0.034260482642469;692.5;0.0128357096323059;-0.021601578650324;446.5;0.0117726746295762;-0.0092552723551383;221.5;0.0116054366970424;0.0027935034343919;70.5;10441.5;11.084394904458598;[3.15516754 0.01292077 0.01157833];3.1551675414629874;0.0129207652149007;0.011578329541005
77;77;0.0179726450823935;-0.0469847843339934;936.5;0.0154212141076;-0.0339970411323631;687.5;0.0124521257003358;-0.0213381371402181;440.5;0.0118234765737641;-0.0089918308450323;217.5;0.0116336314229015;0.0030569449444978;68.5;10436.0;11.143619861185265;[3.08002354 0.00460579 0.01155245];3.080023544381572;0.0046057911701058;0.0115524482139255
