variable;iv;timestamp;option;m
iv_9500;0.0182490508050841;51;m_9500;-0.0477986099720375
iv_9500;0.0182815103599479;52;m_9500;-0.0478942671370508
iv_9500;0.0182165789295408;53;m_9500;-0.0477029345029357
iv_9500;0.0182003383651822;54;m_9500;-0.0476550899021624
iv_9500;0.0180540340296348;55;m_9500;-0.047224282350739
iv_9500;0.0181272175776109;56;m_9500;-0.0474397325252358
iv_9500;0.0181028300465654;57;m_9500;-0.0473679261151936
iv_9500;;58;m_9500;-0.047152444990399
iv_9500;0.0178993282652914;59;m_9500;-0.0467691379906482
iv_9500;0.0181190891758357;60;m_9500;-0.0474157982010169
iv_9500;;61;m_9500;-0.0472003377107421
iv_9500;0.0181515981353018;62;m_9500;-0.0475115286244378
iv_9500;0.0195166895961156;63;m_9500;-0.0472003377107421
iv_9500;;64;m_9500;-0.047296109391349
iv_9500;;65;m_9500;-0.0473439883533698
iv_9500;0.0180377624723384;66;m_9500;-0.0471763919239987
iv_9500;0.0178096325639592;67;m_9500;-0.0465054438697095
iv_9500;;68;m_9500;-0.0468170674385377
iv_9500;0.0179237742479269;69;m_9500;-0.0468410304396685
iv_9500;;70;m_9500;-0.0467691379906482
iv_9500;0.0179563579316488;71;m_9500;-0.0469368709613344
iv_9500;;72;m_9500;-0.0471045476821911
iv_9500;0.017988929109211;73;m_9500;-0.0470326931157097
iv_9500;0.0180133492978343;74;m_9500;-0.0471045476821911
iv_9500;0.0180621686415341;75;m_9500;-0.0472482258440993
iv_9500;0.0180621686415341;76;m_9500;-0.0472482258440993
iv_9500;0.0179726450823935;77;m_9500;-0.0469847843339934
iv_9500;0.0180458986400075;78;m_9500;-0.0472003377107421
iv_9500;;79;m_9500;-0.0475354583667191
iv_9500;0.0195513070379894;80;m_9500;-0.047296109391349
iv_9500;;81;m_9500;-0.0475354583667191
iv_9500;0.0182165789295408;82;m_9500;-0.0477029345029357
iv_9500;0.0195166895961156;83;m_9500;-0.0472003377107421
iv_9500;0.0181109599989252;84;m_9500;-0.0473918627310394
iv_9500;0.0181515981353018;85;m_9500;-0.0475115286244378
iv_9500;0.0180540340296348;86;m_9500;-0.047224282350739
iv_9500;;87;m_9500;-0.0470087392986644
iv_9500;;88;m_9500;-0.0468170674385377
iv_9500;0.0178911780369717;89;m_9500;-0.0467451715436694
iv_9500;0.0179074777096715;90;m_9500;-0.046793103288901
iv_9500;0.0192218721540111;91;m_9500;-0.0463855369169297
iv_9500;;92;m_9500;-0.0464335031487394
iv_9500;;93;m_9500;-0.0463375660831598
iv_9500;;94;m_9500;-0.0464814647794716
iv_9500;;95;m_9500;-0.0464814647794716
iv_9500;0.0193607370573879;96;m_9500;-0.0467691379906482
iv_9500;0.0178096325639592;97;m_9500;-0.0465054438697095
iv_9500;0.0178422601857131;98;m_9500;-0.04660134873238
iv_9500;0.0178259479487121;99;m_9500;-0.0465533986004804
iv_9500;0.0177035056516226;100;m_9500;-0.046193625961256
iv_9500;0.0177933140288064;101;m_9500;-0.046457484539185
iv_9500;0.0177280083302984;102;m_9500;-0.0462656012018976
iv_9500;;103;m_9500;-0.0463375660831598
iv_9500;0.0177933140288064;104;m_9500;-0.046457484539185
iv_9500;0.0178259479487121;105;m_9500;-0.0465533986004804
iv_9500;;106;m_9500;-0.0467691379906482
iv_9500;0.0178422601857131;107;m_9500;-0.04660134873238
iv_9500;0.0179400676543726;108;m_9500;-0.0468889529968529
iv_9500;0.0180214878015764;109;m_9500;-0.0471284969098331
iv_9500;0.0181597234397199;110;m_9500;-0.0475354583667191
iv_9500;0.0180214878015764;111;m_9500;-0.0471284969098331
iv_9500;0.0196377893932395;112;m_9500;-0.0475354583667191
iv_9500;0.0180865678141523;113;m_9500;-0.0473200494454582
iv_9500;0.0181840947130513;114;m_9500;-0.0476072407227393
iv_9500;0.0181515981353018;115;m_9500;-0.0475115286244378
iv_9500;0.0181028300465654;116;m_9500;-0.0473679261151936
iv_9500;;117;m_9500;-0.047152444990399
iv_9500;0.0179645018976705;118;m_9500;-0.0469608282215867
iv_9500;;119;m_9500;-0.0466253220740287
iv_9500;0.0178830270243867;120;m_9500;-0.0467212039478543
iv_9500;;121;m_9500;-0.0467212039478543
iv_9500;;122;m_9500;-0.0466253220740287
iv_9500;0.0179400676543726;123;m_9500;-0.0468889529968529
iv_9500;0.0179726450823935;124;m_9500;-0.0469847843339934
iv_9500;;125;m_9500;-0.0468170674385377
iv_9500;0.0177688303131716;126;m_9500;-0.0463855369169297
iv_9500;0.0178177906499659;127;m_9500;-0.046529421810009
iv_9500;0.0178911780369717;128;m_9500;-0.0467451715436694
iv_9500;;129;m_9500;-0.046529421810009
iv_9500;0.0192739731188155;130;m_9500;-0.046529421810009
iv_9500;0.0177606674965061;131;m_9500;-0.046361552075345
iv_9500;;132;m_9500;-0.0460016413176686
iv_9500;0.0176136014433825;133;m_9500;-0.0459296280671061
iv_9500;0.0190653765888939;134;m_9500;-0.0459536336364027
iv_9500;0.0175645222302604;135;m_9500;-0.0457855704430603
iv_9500;0.0189085902072337;136;m_9500;-0.0455213569524167
iv_9500;0.0174826596790846;137;m_9500;-0.0455453821308083
iv_9500;0.0170803682206842;138;m_9500;-0.0443667886806977
iv_9500;;139;m_9500;-0.0448962967690801
iv_9500;0.0170474418738913;140;m_9500;-0.0442704542071085
iv_9500;0.0172776519591552;141;m_9500;-0.0449444060734567
iv_9500;0.0189260253507924;142;m_9500;-0.0455694061548369
iv_9500;;143;m_9500;-0.0450887062187584
iv_9500;0.0174498922417203;144;m_9500;-0.0454492744899549
iv_9500;0.0189085902072337;145;m_9500;-0.0455213569524167
iv_9500;0.0174662775644102;146;m_9500;-0.0454973306195512
iv_9500;0.0176626520095227;147;m_9500;-0.0460736441979083
iv_9500;0.0189783090972184;148;m_9500;-0.045713526063598
iv_9500;0.0176136014433825;149;m_9500;-0.0459296280671061
iv_9500;0.0177933140288064;150;m_9500;-0.046457484539185
iv_9500;;151;m_9500;-0.0466253220740287
iv_9500;0.0179237742479269;152;m_9500;-0.0468410304396685
iv_9500;0.0180052100147392;153;m_9500;-0.0470805973073631
iv_9500;0.0194820581180554;154;m_9500;-0.0471045476821911
iv_9500;;155;m_9500;-0.0472003377107421
iv_9500;0.0181190891758357;156;m_9500;-0.0474157982010169
iv_9500;0.0181353452045674;157;m_9500;-0.0474636657038059
iv_9500;;158;m_9500;-0.0480138128638606
iv_9500;0.0185083839486869;159;m_9500;-0.0485633553653613
iv_9500;;160;m_9500;-0.0482050265953368
iv_9500;0.018322067508309;161;m_9500;-0.0480138128638606
iv_9500;;162;m_9500;-0.0486588663494149
iv_9500;;163;m_9500;-0.0484439409729712
iv_9500;0.018427426427316;164;m_9500;-0.0483244980541738
iv_9500;0.018524566321904;165;m_9500;-0.0486111131379751
iv_9500;;166;m_9500;-0.0485872348218694
iv_9500;0.0185892654593064;167;m_9500;-0.0488020986254003
iv_9500;0.0186539161442624;168;m_9500;-0.0489930111897664
iv_9500;;169;m_9500;-0.0492077007281427
iv_9500;;170;m_9500;-0.0489214275202652
iv_9500;0.0187346615987952;171;m_9500;-0.0492315494319702
iv_9500;0.0186862233652745;172;m_9500;-0.0490884401432004
iv_9500;0.0187346615987952;173;m_9500;-0.0492315494319702
iv_9500;;174;m_9500;-0.0491599999076524
iv_9500;0.0187023724537904;175;m_9500;-0.0491361477907725
iv_9500;0.0186054326669189;176;m_9500;-0.0488498336008531
iv_9500;0.0186215968486778;177;m_9500;-0.0488975640194851
iv_9500;0.0186054326669189;178;m_9500;-0.0488498336008531
iv_9500;;179;m_9500;-0.0486111131379751
iv_9500;0.0184598185767281;180;m_9500;-0.0484200546717604
iv_9500;;181;m_9500;-0.0479181785691111
iv_9500;0.0184112257748001;182;m_9500;-0.0482767128962075
iv_9500;;183;m_9500;-0.0483483889207001
iv_9500;0.018524566321904;184;m_9500;-0.0486111131379751
iv_9500;;185;m_9500;-0.0486349903137873
iv_9500;;186;m_9500;-0.048491710152333
iv_9500;;187;m_9500;-0.0481572300175354
iv_9500;;188;m_9500;-0.048300606046046
iv_9500;0.0185083839486869;189;m_9500;-0.0485633553653613
iv_9500;0.0185083839486869;190;m_9500;-0.0485633553653613
iv_9500;;191;m_9500;-0.0485394747683418
iv_9500;0.0184355256086555;192;m_9500;-0.0483483889207001
iv_9500;0.0184841046873117;193;m_9500;-0.048491710152333
iv_9500;0.0199656302419991;194;m_9500;-0.0484439409729712
iv_9500;0.0185083839486869;195;m_9500;-0.0485633553653613
iv_9500;;196;m_9500;-0.048491710152333
iv_9500;0.0198622363535701;197;m_9500;-0.0481572300175354
iv_9500;0.0184112257748001;198;m_9500;-0.0482767128962075
iv_9500;0.0183869190668104;199;m_9500;-0.0482050265953368
iv_9500;;200;m_9500;-0.0479659980029654
iv_9500;0.018167847970609;201;m_9500;-0.04755938696379
iv_9500;0.0180540340296348;202;m_9500;-0.047224282350739
iv_9500;;203;m_9500;-0.0470087392986644
iv_9500;0.0181515981353018;204;m_9500;-0.0475115286244378
iv_9500;0.0181840947130513;205;m_9500;-0.0476072407227393
iv_9500;0.0197069124763571;206;m_9500;-0.0477268550866025
iv_9500;0.0182165789295408;207;m_9500;-0.0477029345029357
iv_9500;;208;m_9500;-0.0480138128638606
iv_9500;0.0182815103599479;209;m_9500;-0.0478942671370508
iv_9500;0.0182003383651822;210;m_9500;-0.0476550899021624
iv_9500;;211;m_9500;-0.0477507745259354
iv_9500;0.0197587182800207;212;m_9500;-0.0478703545614228
iv_9500;;213;m_9500;-0.0481572300175354
iv_9500;;214;m_9500;-0.0482050265953368
iv_9500;0.0183301766350903;215;m_9500;-0.0480377185797218
iv_9500;0.0183139576143131;216;m_9500;-0.0479899060049782
iv_9500;0.0182815103599479;217;m_9500;-0.0478942671370508
iv_9500;;218;m_9500;-0.0480138128638606
iv_9500;;219;m_9500;-0.0479659980029654
iv_9500;0.0182977355234372;220;m_9500;-0.0479420888577128
iv_9500;0.018338284994963;221;m_9500;-0.0480616231526712
iv_9500;0.0198104928793022;222;m_9500;-0.0480138128638606
iv_9500;;223;m_9500;-0.0477746928210439
iv_9500;;224;m_9500;-0.0477746928210439
iv_9500;0.0182977355234372;225;m_9500;-0.0479420888577128
iv_9500;;226;m_9500;-0.0482528186045493
iv_9500;0.0185730952234239;227;m_9500;-0.0487543590922567
iv_9500;;228;m_9500;-0.0491122945359914
iv_9500;0.0186215968486778;229;m_9500;-0.0488975640194851
iv_9500;0.0187508016600298;230;m_9500;-0.0492792434273324
iv_9500;;231;m_9500;-0.0490168701356827
iv_9500;;232;m_9500;-0.0488259666827837
iv_9500;0.0186054326669189;233;m_9500;-0.0488498336008531
iv_9500;;234;m_9500;-0.0487782294285943
iv_9500;0.018556921956841;235;m_9500;-0.0487066150005518
iv_9500;;236;m_9500;-0.0490168701356827
iv_9500;;237;m_9500;-0.0491599999076524
iv_9500;0.0186781476909605;238;m_9500;-0.049064584612291
iv_9500;0.0186539161442624;239;m_9500;-0.0489930111897664
iv_9500;0.0201720479557133;240;m_9500;-0.0490168701356827
iv_9500;0.0185892654593064;241;m_9500;-0.0488020986254003
iv_9500;0.018556921956841;242;m_9500;-0.0487066150005518
iv_9500;;243;m_9500;-0.0488259666827837
iv_9500;0.0185973494414937;244;m_9500;-0.0488259666827837
iv_9500;;245;m_9500;-0.048491710152333
iv_9500;0.0184436240271391;246;m_9500;-0.0483722786457339
iv_9500;;247;m_9500;-0.0481094288702714
iv_9500;0.0184031243030102;248;m_9500;-0.0482528186045493
iv_9500;0.0184112257748001;249;m_9500;-0.0482767128962075
iv_9500;;250;m_9500;-0.048491710152333
iv_9500;0.0185407456571407;251;m_9500;-0.0486588663494149
iv_9500;;252;m_9500;-0.0486827412449668
iv_9500;0.0184841046873117;253;m_9500;-0.048491710152333
iv_9500;0.0184517216830563;254;m_9500;-0.0483961672293844
iv_9500;0.0184598185767281;255;m_9500;-0.0484200546717604
iv_9500;0.0184112257748001;256;m_9500;-0.0482767128962075
iv_9500;0.0199311793721253;257;m_9500;-0.0483483889207001
iv_9500;0.0184517216830563;258;m_9500;-0.0483961672293844
iv_9500;;259;m_9500;-0.0482528186045493
iv_9500;0.0199484065246058;260;m_9500;-0.0483961672293844
iv_9500;0.0183626054763264;261;m_9500;-0.0481333300151408
iv_9500;0.0183544994152705;262;m_9500;-0.0481094288702714
iv_9500;0.0183058469527922;263;m_9500;-0.0479659980029654
iv_9500;0.0184112257748001;264;m_9500;-0.0482767128962075
iv_9500;0.0183788153017837;265;m_9500;-0.0481811288775643
iv_9500;0.0183788153017837;266;m_9500;-0.0481811288775643
iv_9500;;267;m_9500;-0.0483483889207001
iv_9500;0.0184841046873117;268;m_9500;-0.048491710152333
iv_9500;;269;m_9500;-0.048300606046046
iv_9500;0.0183301766350903;270;m_9500;-0.0480377185797218
iv_9500;0.0183301766350903;271;m_9500;-0.0480377185797218
iv_9500;0.018427426427316;272;m_9500;-0.0483244980541738
iv_9500;0.0183950220671152;273;m_9500;-0.0482289231709621
iv_9500;0.0183626054763264;274;m_9500;-0.0481333300151408
iv_9500;;275;m_9500;-0.0480138128638606
iv_9500;;276;m_9500;-0.0478703545614228
iv_9500;;277;m_9500;-0.0476790127748255
iv_9500;0.0180052100147392;278;m_9500;-0.0470805973073631
iv_9500;0.0180703024760344;279;m_9500;-0.0472721681909327
iv_9500;0.0180865678141523;280;m_9500;-0.0473200494454582
iv_9500;0.0180621686415341;281;m_9500;-0.0472482258440993
iv_9500;0.0181028300465654;282;m_9500;-0.0473679261151936
iv_9500;;283;m_9500;-0.0468649922924036
iv_9500;;284;m_9500;-0.0472003377107421
iv_9500;0.0180377624723384;285;m_9500;-0.0471763919239987
iv_9500;0.017988929109211;286;m_9500;-0.0470326931157097
iv_9500;0.0180703024760344;287;m_9500;-0.0472721681909327
iv_9500;0.0180377624723384;288;m_9500;-0.0471763919239987
iv_9500;0.0181353452045674;289;m_9500;-0.0474636657038059
iv_9500;0.0181190891758357;290;m_9500;-0.0474157982010169
iv_9500;0.0180621686415341;291;m_9500;-0.0472482258440993
iv_9500;0.0180865678141523;292;m_9500;-0.0473200494454582
iv_9500;0.0181840947130513;293;m_9500;-0.0476072407227393
iv_9500;;294;m_9500;-0.0476311658848368
iv_9500;;295;m_9500;-0.0474397325252358
iv_9500;0.0180377624723384;296;m_9500;-0.0471763919239987
iv_9500;0.0180377624723384;297;m_9500;-0.0471763919239987
iv_9500;0.0181028300465654;298;m_9500;-0.0473679261151936
iv_9500;;299;m_9500;-0.0473439883533698
iv_9500;0.0181028300465654;300;m_9500;-0.0473679261151936
iv_9500;0.0195166895961156;301;m_9500;-0.0472003377107421
iv_9500;0.017931921342458;302;m_9500;-0.0468649922924036
iv_9500;;303;m_9500;-0.0469608282215867
iv_9500;0.0178993282652914;304;m_9500;-0.0467691379906482
iv_9500;;305;m_9500;-0.0467691379906482
iv_9500;;306;m_9500;-0.0465533986004804
iv_9500;0.0178014736903497;307;m_9500;-0.0464814647794716
iv_9500;0.0177933140288064;308;m_9500;-0.046457484539185
iv_9500;0.0178748752271857;309;m_9500;-0.0466972352030929
iv_9500;0.0178259479487121;310;m_9500;-0.0465533986004804
iv_9500;0.0178259479487121;311;m_9500;-0.0465533986004804
iv_9500;0.0193433913553889;312;m_9500;-0.0467212039478543
iv_9500;0.0192044980466554;313;m_9500;-0.0463375660831598
iv_9500;0.0178014736903497;314;m_9500;-0.0464814647794716
iv_9500;;315;m_9500;-0.046529421810009
iv_9500;0.0193086893290404;316;m_9500;-0.0466253220740287
iv_9500;0.0178748752271857;317;m_9500;-0.0466972352030929
iv_9500;0.0179074777096715;318;m_9500;-0.046793103288901
iv_9500;0.0179074777096715;319;m_9500;-0.046793103288901
iv_9500;0.0179237742479269;320;m_9500;-0.0468410304396685
iv_9500;;321;m_9500;-0.0466732653092749
iv_9500;;322;m_9500;-0.0465533986004804
iv_9500;0.0178422601857131;323;m_9500;-0.04660134873238
iv_9500;0.0178993282652914;324;m_9500;-0.0467691379906482
iv_9500;0.0178830270243867;325;m_9500;-0.0467212039478543
iv_9500;0.017988929109211;326;m_9500;-0.0470326931157097
iv_9500;0.0180214878015764;327;m_9500;-0.0471284969098331
iv_9500;0.0180214878015764;328;m_9500;-0.0471284969098331
iv_9500;0.0180458986400075;329;m_9500;-0.0472003377107421
iv_9500;0.0180377624723384;330;m_9500;-0.0471763919239987
iv_9500;0.0194474125794634;331;m_9500;-0.0470087392986644
iv_9500;0.0179563579316488;332;m_9500;-0.0469368709613344
iv_9500;0.0180133492978343;333;m_9500;-0.0471045476821911
iv_9500;0.0180052100147392;334;m_9500;-0.0470805973073631
iv_9500;;335;m_9500;-0.0470087392986644
iv_9500;0.017931921342458;336;m_9500;-0.0468649922924036
iv_9500;0.0177933140288064;337;m_9500;-0.046457484539185
iv_9500;0.0179400676543726;338;m_9500;-0.0468889529968529
iv_9500;0.0179400676543726;339;m_9500;-0.0468889529968529
iv_9500;0.0194127529558773;340;m_9500;-0.0469129125531265
iv_9500;0.0179563579316488;341;m_9500;-0.0469368709613344
iv_9500;0.0178585692776468;342;m_9500;-0.0466492942662903
iv_9500;0.0178748752271857;343;m_9500;-0.0466972352030929
iv_9500;0.0192913329984737;344;m_9500;-0.046577374241234
iv_9500;0.0180052100147392;345;m_9500;-0.0470805973073631
iv_9500;0.0180052100147392;346;m_9500;-0.0470805973073631
iv_9500;;347;m_9500;-0.0469608282215867
iv_9500;0.0179970699519702;348;m_9500;-0.0470566457852393
iv_9500;;349;m_9500;-0.0471045476821911
iv_9500;0.017988929109211;350;m_9500;-0.0470326931157097
iv_9500;0.0180377624723384;351;m_9500;-0.0471763919239987
iv_9500;0.0180214878015764;352;m_9500;-0.0471284969098331
iv_9500;0.0180784355334696;353;m_9500;-0.047296109391349
iv_9500;0.0195513070379894;354;m_9500;-0.047296109391349
iv_9500;0.0180946993184063;355;m_9500;-0.0473439883533698
iv_9500;;356;m_9500;-0.0476790127748255
iv_9500;;357;m_9500;-0.0475354583667191
iv_9500;0.0181353452045674;358;m_9500;-0.0474636657038059
iv_9500;0.0195340000700571;359;m_9500;-0.0472482258440993
iv_9500;0.0180540340296348;360;m_9500;-0.047224282350739
iv_9500;0.0180703024760344;361;m_9500;-0.0472721681909327
iv_9500;;362;m_9500;-0.0473439883533698
iv_9500;;363;m_9500;-0.047296109391349
iv_9500;0.0182328164086595;364;m_9500;-0.0477507745259354
iv_9500;0.0181190891758357;365;m_9500;-0.0474157982010169
iv_9500;;366;m_9500;-0.0475354583667191
iv_9500;0.0181922169252391;367;m_9500;-0.0476311658848368
iv_9500;0.0196032069359677;368;m_9500;-0.0474397325252358
iv_9500;0.0181353452045674;369;m_9500;-0.0474636657038059
iv_9500;0.018167847970609;370;m_9500;-0.04755938696379
iv_9500;0.0197587182800207;371;m_9500;-0.0478703545614228
iv_9500;;372;m_9500;-0.0476311658848368
iv_9500;0.0182165789295408;373;m_9500;-0.0477029345029357
iv_9500;0.0182977355234372;374;m_9500;-0.0479420888577128
iv_9500;0.0183139576143131;375;m_9500;-0.0479899060049782
iv_9500;;376;m_9500;-0.0480138128638606
iv_9500;;377;m_9500;-0.0480138128638606
iv_9500;0.0182815103599479;378;m_9500;-0.0478942671370508
iv_9500;0.0182246980545882;379;m_9500;-0.0477268550866025
iv_9500;;380;m_9500;-0.0476790127748255
iv_9500;0.018167847970609;381;m_9500;-0.04755938696379
iv_9500;0.0181190891758357;382;m_9500;-0.0474157982010169
iv_9500;0.0182165789295408;383;m_9500;-0.0477029345029357
iv_9500;0.0182328164086595;384;m_9500;-0.0477507745259354
iv_9500;0.0182490508050841;385;m_9500;-0.0477986099720375
iv_9500;;386;m_9500;-0.0475354583667191
iv_9500;0.0181515981353018;387;m_9500;-0.0475115286244378
iv_9500;;388;m_9500;-0.0474875977368367
iv_9500;0.0181109599989252;389;m_9500;-0.0473918627310394
iv_9500;0.0180621686415341;390;m_9500;-0.0472482258440993
iv_9500;;391;m_9500;-0.0474875977368367
iv_9500;0.0182409339920468;392;m_9500;-0.0477746928210439
iv_9500;0.0183139576143131;393;m_9500;-0.0479899060049782
iv_9500;0.0182815103599479;394;m_9500;-0.0478942671370508
iv_9500;0.0182652821213378;395;m_9500;-0.0478464408421174
iv_9500;0.0197241845496473;396;m_9500;-0.0477746928210439
iv_9500;0.0182571668480691;397;m_9500;-0.0478225259790254
iv_9500;;398;m_9500;-0.0475833144157602
iv_9500;0.0182084590331649;399;m_9500;-0.0476790127748255
iv_9500;;400;m_9500;-0.0476311658848368
iv_9500;0.018167847970609;401;m_9500;-0.04755938696379
iv_9500;0.018167847970609;402;m_9500;-0.04755938696379
iv_9500;0.0181109599989252;403;m_9500;-0.0473918627310394
iv_9500;0.0181190891758357;404;m_9500;-0.0474157982010169
iv_9500;0.0180540340296348;405;m_9500;-0.047224282350739
iv_9500;;406;m_9500;-0.0470566457852393
iv_9500;0.017988929109211;407;m_9500;-0.0470326931157097
iv_9500;0.0179563579316488;408;m_9500;-0.0469368709613344
iv_9500;;409;m_9500;-0.0468889529968529
iv_9500;;410;m_9500;-0.0470566457852393
iv_9500;;411;m_9500;-0.0467451715436694
iv_9500;;412;m_9500;-0.0467691379906482
iv_9500;;413;m_9500;-0.0467212039478543
iv_9500;;414;m_9500;-0.0469608282215867
iv_9500;;415;m_9500;-0.0470566457852393
iv_9500;;416;m_9500;-0.046793103288901
iv_9500;;417;m_9500;-0.0468649922924036
iv_9500;;418;m_9500;-0.0467691379906482
iv_9500;0.0177933140288064;419;m_9500;-0.046457484539185
iv_9500;;420;m_9500;-0.0466492942662903
iv_9500;0.0177606674965061;421;m_9500;-0.046361552075345
iv_9500;0.0177361743074582;422;m_9500;-0.0462895906465466
iv_9500;0.0192218721540111;423;m_9500;-0.0463855369169297
iv_9500;0.0177769923405516;424;m_9500;-0.0464095206080244
iv_9500;0.0177933140288064;425;m_9500;-0.046457484539185
iv_9500;;426;m_9500;-0.046193625961256
iv_9500;;427;m_9500;-0.0459536336364027
iv_9500;0.0175972448923537;428;m_9500;-0.0458816134706318
iv_9500;0.0176136014433825;429;m_9500;-0.0459296280671061
iv_9500;0.0176136014433825;430;m_9500;-0.0459296280671061
iv_9500;0.0176136014433825;431;m_9500;-0.0459296280671061
iv_9500;0.0190827793034963;432;m_9500;-0.0460016413176686
iv_9500;0.0176789958450537;433;m_9500;-0.0461216403582523
iv_9500;0.0176381303026901;434;m_9500;-0.0460016413176686
iv_9500;0.0190827793034963;435;m_9500;-0.0460016413176686
iv_9500;0.0176708243239589;436;m_9500;-0.0460976428539881
iv_9500;0.0176953365085448;437;m_9500;-0.0461696319117757
iv_9500;;438;m_9500;-0.0460976428539881
iv_9500;;439;m_9500;-0.046193625961256
iv_9500;0.0177769923405516;440;m_9500;-0.0464095206080244
iv_9500;0.0176953365085448;441;m_9500;-0.0461696319117757
iv_9500;0.0175972448923537;442;m_9500;-0.0458816134706318
iv_9500;0.0176789958450537;443;m_9500;-0.0461216403582523
iv_9500;;444;m_9500;-0.046193625961256
iv_9500;0.0177933140288064;445;m_9500;-0.046457484539185
iv_9500;0.0177769923405516;446;m_9500;-0.0464095206080244
iv_9500;0.0177280083302984;447;m_9500;-0.0462656012018976
iv_9500;;448;m_9500;-0.0462416106062065
iv_9500;0.0177116740027178;449;m_9500;-0.0462176188593628
iv_9500;0.0176789958450537;450;m_9500;-0.0461216403582523
iv_9500;;451;m_9500;-0.0460976428539881
iv_9500;0.0177769923405516;452;m_9500;-0.0464095206080244
iv_9500;0.0177606674965061;453;m_9500;-0.046361552075345
iv_9500;;454;m_9500;-0.0460976428539881
iv_9500;0.0176953365085448;455;m_9500;-0.0461696319117757
iv_9500;0.0191871203745179;456;m_9500;-0.0462895906465466
iv_9500;0.0176708243239589;457;m_9500;-0.0460976428539881
iv_9500;;458;m_9500;-0.0462416106062065
iv_9500;;459;m_9500;-0.046193625961256
iv_9500;;460;m_9500;-0.0460976428539881
iv_9500;;461;m_9500;-0.0462416106062065
iv_9500;0.0176626520095227;462;m_9500;-0.0460736441979083
iv_9500;0.0176953365085448;463;m_9500;-0.0461696319117757
iv_9500;;464;m_9500;-0.0462895906465466
iv_9500;0.0192044980466554;465;m_9500;-0.0463375660831598
iv_9500;0.0179237742479269;466;m_9500;-0.0468410304396685
iv_9500;0.0178748752271857;467;m_9500;-0.0466972352030929
iv_9500;;468;m_9500;-0.046529421810009
iv_9500;;469;m_9500;-0.0462416106062065
iv_9500;;470;m_9500;-0.046193625961256
iv_9500;0.0176789958450537;471;m_9500;-0.0461216403582523
iv_9500;0.0176789958450537;472;m_9500;-0.0461216403582523
iv_9500;;473;m_9500;-0.0460736441979083
iv_9500;0.0176789958450537;474;m_9500;-0.0461216403582523
iv_9500;0.0176626520095227;475;m_9500;-0.0460736441979083
